Text,Rating,Drug
I've been taking Ozempic for about 2 months to lower my Diabetes 2.  It's been great my numbers were 200 to 300 they are now 100- 134. My A1c was 9.8 it is now 6.1 and I've lost 12 lbs and still loosing.  I'm also taking Synjardy XR a combination of (Metformin & Jardiance) my number are great. I eat extremely less on the Ozempic. My only side affect has been an occasional headache but nausea was brutal. I was getting very nauseated after eating and taking Synjardy xr until I heard about ZOFRAN let me just say if you have nausea and are taking Metformin with Ozempic PLEASE ask your doctor for a prescription of ZOFRAN (I got the generic ONDANSETRON 4mg) I take it 20 minutes after I eat and have taken my metformin I NO LONGER get nausea. Zofran will definitely help with nausea if you're feeling sick. You'll thank me later.,10.0,Ozempic
"I started Ozempic in July 2020.  The first few weeks I had slight nausea.  Now, 10 months in I’ve lost 50lbs - 210lb to 158lb and my sugar levels if anything are on the low side.  I’ve just stopped taking my Metformin as they were dropping too much.  I didn’t even make it to the 1mg, stopping at the .5mg.  If you can last the first 4 weeks, it’s amazing.  The only side effect I have is a little constipation which I control with PEG  when needed.  It has changed my life!  I feel like a brand new woman!",10.0,Ozempic
"I am a 70 year old type 2 diabetic and was taking one Metformin 500 ER for the past year or so.  My A1C was 11 and it dropped to 5.6 by changing my diet and taking the metformin.

My doctor wanted me to try Ozempic to help me lose weight and possibly eliminate the metformin. The side effects were terrible right from the start.  Nausea and diarrhea, no vomiting just nausea.  I started at .25 and am now up to 1.0. 

My appetite is gone completely.  I have no desire to eat at all.  When I  do eat,  I get full almost immediately.  I have gone from 228lb down to 202lb in the six weeks I have been taking ozempic. I'm thrilled with the weight lose, and the nausea and diarrhea have improved.

However, I have almost stopped peeing.  I go in the morning, then go all day into the evening without going.  Since I suffer from incontinence, it's good, but I am worried that it might be damaging my kidneys.  

I hope I don't have to stop taking it, at least till I lose another 50 pounds or so.",7.0,Ozempic
"Blood sugar levels started getting hight 33 a year ago, tried several different prescriptions before being placed on Ozempic (4 months ago), metformin & invokana.  Now reading 6.5 levels, with a recent 7.0 A1C.  In the past 4 months have gone from 170 to 141 lbs.  I was told weight loss included muscle loss so I’m trying to keep on a high protein diet and weight workouts.  I don’t think I’ve had a hunger pang in 4 months, and eat way less.  I do get burps after eating and occasional stomach pain that is tolerable.  Perhaps it’s the combination of all bringing down my levels that gives me two things I didn’t expect, clear clarity in thinking (better memory recall) and a lot more energy (as in stable for a good 10 hours and then I start getting fatigued).  I honestly am very happy to lose weight and eat off a smaller plate.",10.0,Ozempic
"Today is day 10 on .25 mg of Ozempic, so 2 doses in. On day 7 (dose 2 injection day) I could not leave the toilet. Exhausted and cold. Never any desire to eat, even if I haven’t eaten for 24 hours. When I do eat something it is a tiny portion and I feel incredibly sick for an hour or so afterwards. Last night I had horrifying nightmares. I cannot wait for this to wear off, I will change my lifestyle long before I take another dose of this medication.",1.0,Ozempic
This is my 8th week and using 0.5.  I lost 12lb and I have more energy now so I go to exercise as well now.  Only on the first week I have heavy headache but it was gone on my second week.  I thought of stopping it after first week due to the headache but luckily I continued and I am having happy life now.,10.0,Ozempic
"Been using ozempic for 7 weeks lost 12 pounds  i also take xzando and lantus at night. Gas,nausea, headache and a few low A1c. But my number is down fron 8.1 to 5.4.
For the Gas I find that Gas X helps. And the nausea i sip on cold water and keep your meals small. I dont throw up yet and no constipation or Diarrhea.",5.0,Ozempic
"This Ozempic was prescribed as a last ditch effort to get my A1C down prior to starting insulin. The first .25 dose caused significant nausea but I battled through it for a couple weeks before starting the .50 dose. The nausea increased with the higher dose and I considered stopping but had lost ten pounds and had zero appetite and my sugar was down so chose to continue. It's been about 6 months now, I'm taking the full 1.0 dose and although the nausea is still an issue it has lessened in severity and comes in ",,Ozempic
"The first few weeks I suffered some nausea and my food intake was reduced probably about 30% as a result. I started at .25 for a month then .50 for a month then 1.00 which was full dose. I have been on the drug for about 6 months now. My weight dropped 30 pounds from 264 pounds to 234 pounds and I seem to be levelling at that range. My target BMI weight for 6 foot 3 is 210 but I would be happy at 225. 
I have found that Ozempic did cause some constipation but overall once I achieved the full dose for a few weeks I felt much better.  The weight loss has really helped how I feel and I will
Be doing my 6 month blood work up next week. Hoping to see some good results with glucose which was at 6.0 and cholesterol at 259. Overall I am very happy with the results to date.",8.0,Ozempic
"Been taking Ozempic for two weeks now.  I wondered how this drug could allow some - or most - people to lose weight.  Now I know - it makes you feel sort of sick to your stomach, and takes away your appetite - at least that is my result so far.  I am hoping to develop a tolerance to it.   Not a real pleasant experience so far, but I have not vomited or had diarrhea as some  users have reported.  It does appear to be lowering my blood glucose somewhat,  which is the primary reason I am taking it.  I am also taking metformin but have been able to reduce the dosage.  Still only taking .25 mg of Ozempic so result of higher dosages is unknown now.  Will post again in a month or two with higher dosage usage results.",6.0,Ozempic
"I was moved to Ozempic from Januvia. At the time I started Ozempic, I'd brought my blood sugar down to what would translate to an A1C of 5.5 or so, and I'd managed to kick most of the insulin I was on. I started Ozempic at 0.25 units per week and had mild nausea and diarrhea, but my appetite vanished and I could barely bring myself to eat. Once I started the full dose, my blood sugars began to climb rapidly. I'd be fine in the mornings at first and then experience wild spikes between meals, until finally my fasting sugar started to climb out of my desired range. I actually had to take MORE insulin, not less, just to keep my fasting BG below 7. Ozempic was absolutely NOT worth it - even with the lower price here in Canada, the cost is ridiculous, the benefits never materialized and the effects on my appetite destroyed the healthy diet I was trying to eat. Good example of how new isn't always good.",1.0,Ozempic
