Comment,Drug
"I was on 2. 5 dosages for several weeks.  I felt a little nauseous but was losing weight and very happy.   I was not waking up in the middle of the night feeling hungry.  When I went to refill my next prescription,  all the pharmacy had was 12. 5 mg so I agreed to try.   Huge mistake.   I have severe nausea,  felt like I have the flu,  can not stay awake,  and body aches are ridiculous,  I projectile vomited what looks like coffee grounds,  I have awful sulphuric burps,  and cant even keep down sips of water.   Ive missed 2 days of work thus far and have to have someone come to my house tomorrow to give me an iv because Im too scared to drive.   Not worth it at all. ",Tirzepatide 
"I started on 2. 5mg for a month,  then went to 5mg.  All I can say is that I am tired of being sick.  It feels like a stomach bug every time you eat something,  and I am talking about healthy food.  I have had nothing but sickness.  I have not lost any weight,  I am bloated all the time and just plain sick.  It really has not done anything for me,  but I hope this helps. ",Tirzepatide 
"Ive been taking Mounjaro for 5 weeksdoses.  Two days after taking the first dose,  I experienced a very stiff and sore neck.  Five weeks later,  it is just as bad and has migrated to my shoulder and arm. ",Tirzepatide 
"Started this 7 weeks ago and have one more injection.  The first set was at 2. 5 mg from the gynecologist.  Within the first week,  I lost 5 pounds and by week 5 I saw a huge difference!  I went from a 22 waist to a true size 18,   and still shrinking.  I was having trouble catching my breath before I started this.   I had a couple of pains in my stomach,  similar to gas pains like clockwork,  the day after the injection.  But it was bearable.  Sometimes I get a smelly burp issue.  But now I have lost 20 pounds at week 7 and feel amazing.  Please do yourself a favor and take fiber daily,  this medicine will get you constipated. ",Tirzepatide 
"I responded very well going from 0. 5 to 15 over time.  My A1C is now down to normal and my morning fasting blood sugar which is why I started this medication is also normal.  I have lost approximately 34 of original body weight over 13 months.  I did have some gastric side effects intermittently but was able to manage them with no harm.  We will taper off as this year progresses although the medication backorder may interfere with that process as we are looking to do it safely to preserve the diabetes progress Ive made thus far.  We shall see,  but it seems strange that this medication continues to be advertised while there is a shortage.  It also seems strange that in this day and age there is a shortage.  That should not be the case,  especially given the price.  Other than the disruption caused by the shortage,  I am very happy with the results and benefits of this medication.  I highly recommend it. ",Tirzepatide 
I started taking this medication in December of 2022.  I have had no side effects but being a little tired.  My A1C went down significantly from 11. 7 to 5. 6 and I have lost 100 pounds.  My current dose is 12. 5 but I did start on the lowest dose and moved up.  I actually feel so much better! ,Tirzepatide 
Male 70 years old.  Used Mounjaro for about 13 months.  So far  Ease of use.  A caveman could do it.   Graduated from 2. 5   15. 0 mg progressively over that time.   A1c dropped dramatically.   Weight loss 70 pounds so far.   Waist from 46 to 33 inches.   Side effects mild diarrhea occasionally.   Other   Replaced 100 of clothing.    Can see my feet without bending over.    Groceries cost dropped about 25.   A true miracle drug. ,Tirzepatide 
"I started using Mounjaro 1 year ago and I lost 66 pounds so far.  I went from a size 18 to a size 12.  I am back to being a pre diabetic or not really a diabetic at all,  and I am healthier than ever because of this product.  I no longer have high blood pressure or high cholesterol.  Mounjaro saved my life. ",Tirzepatide 
"In the beginning,  I didn not even feel different,  and then I stepped on the scale and was down 15 lbs after week 3.  I noticed my clothes were getting bigger and bigger,  and now I am down 80 lbs and on a 7. 5 dose.  I have had a lifelong journey with uncontrollable appetite issues,  and this medication greatly curbs them.  It did not happen overnight though,  so be patient.  If you eat a lot of cruciferous veggies,  you are going to be extremely gassy.  If you eat too much or eat things that are hard to digest,  it is going to be harder to tolerate this medication.  I have not been under 200 lbs in 20 years,  so this has been a blessing.  My blood sugars are in check,  and I have more energy.  It is at times difficult to navigate what to eat that will not upset your stomach.  Just watch what you eat and figure out what feels good to your tummy.  Your body will do better with it if you do eat some proteins every now and then instead of a lot of carbs. ",Tirzepatide 
"I am taking or was taking Mounjaro and I have taken 2 months' worth of medication,  and I was feeling great.  Had to have a colonoscopy because of my age,  not the medication,  so was told to skip a week before.  I did take my last shot.  It has been 3 weeks,  and I can not get the 5ml or the 7. 5 ml.  It has been over 4 weeks I have been waiting.  I had to have my doctor make another refill,  and I am still waiting.  I have been a full blown diabetic for about a year.  I have been borderline for over 40 years.  I have high blood pressure and cholesterol problems and feel that Mounjaro was helping,  but the on again,  off again is not helping,  and I can not understand the shortage for medically needed purposes when I am over 300 lbs and 5 feet 6 inches.  I have tried numerous weight loss programs and pills,  but Mounjaro is helping me when I can get it.  The biggest benefit is the calming effect my mind has over the worry about food or sugar levels or high blood pressure.  I see a difference with Mounjaro. ",Tirzepatide 
"I have been taking Mounjaro for 13 weeks.  I am currently on the 7. 5mg dose.  This medicine has changed my life!  My A1C went from 12. 9 to 6. 5 in 12 weeks.  My weight dropped 27 lbs and my relationship with food has improved 100.  
SIDE EFFECTS  slight nausea the day after I increased dosage.  Decreased appetite,  occasional need for a laxative to combat constipation. ",Tirzepatide 
"If anything,  I would call Mounjaro a wonder drug.  In Jan 2023,  I weighed just over 300 pounds and my A1C was hovering around 7 with Ozempic and Metformin.  My Dr.  prescribed Mounjaro and within a few weeks,  I started seeing a marked change.  Now,  9 months later,  I have lost 108 pounds and my last A1C was 5. 0.  I have had no noticeable side effects and it couldn not be easier to use.  The only problem has been getting it.  More than once,  I have had to wait a few days for it to come back in stock at the pharmacy.  I am sleeping better,  have more energy and overall,  feeling healthier.  My Dr.  has even reduced the dosages on several of my other medications and may be able to take me off some of them soon. ",Tirzepatide 
"56 year old male here,  5'10.  Started Mounjaro on 102823,  weighing 291 pounds.  Started at 2. 5mg for 4 weeks,  will be on 5. 0mg for another 5 weeks before upping to 7. 5mg.  The only real side effect has been constipation.  I just had my yearly physical yesterday.  Lost 40 pounds in 6. 5 weeks.  Blood work came back amazing.  A1C was finally under 7. 0.  Discontinuing metformin,  reducing Lipitor.  Mounjaro is life saving. ",Tirzepatide 
"Started medication in early March.  One dose weekly for 6 weeks,  till I quit.  Severe nausea that would last for 5 days after each shot.  It does eliminate your desire to eat,  but I gained 11 pounds during the 6 week period.  Also,  I now have irregular heart beat and shortness of breath from this.  I have been off the medication since mid April.  It is now 6923,  and I am still having problems,  and upcoming heart tests scheduled. ",Tirzepatide 
